Text,Sentiment
Pls send me the details with prices,negative
Life has never been easy Nor is it meant to be It is a matter of being joyous in the face of sorrow,positive
what is the cost of this tractor,negative
Sir we will come to andhrapradesh soon once we get a dealer,negative
Sir it will be available in Maharashtra Karnataka and Goa as of now,positive
Soon in next 2 months,positive
Soon in next 2 months,positive
Sir where r u based it will com to Maharashtra Karnataka soon,positive
375 lacs availability soon in Maharashtra and Karnataka,positive
Price 375 lacs plz visit website for specification,negative
Sir where are you based once we get dealer he will call you from that area,positive
Sir I m from Karnataka I m from bidar district taluka bhalki,positive
I like this tractor and i want to purchase it for farming my mob9923914544,neutral
I want to buy contact to me 09722680768,negative
What is the pricing to be expected,negative
its 375 lacs including vat please visit website for product details it will be available in maharashtra karnataka gujrat 1st,positive
ok once karnataka dealer is appointed will update on our page,positive
sir what info do you want to know,negative
its 375 lacs including vat please visit website for product details it will be available in maharashtra karnataka gujrat 1st,positive
its 375 lacs including vat please visit website for product details it will be available in maharashtra karnataka gujrat 1s,neutral
its 375 lacs including vat please visit website for product details it will be available in maharashtra karnataka gujrat 1s,neutral
its 375 lacs including vat please visit website for product details it will be available in maharashtra karnataka gujrat 1st,positive
its 375 lacs including vat please visit website for product details it will be available in maharashtra karnataka gujrat 1st,positive
Price and from where I can purchase,positive
Pl Send details for dealers in Maharashtra,negative
Interested in purchase mob No 9890272816,negative
Who is the dealar in maharastra and I wont to see videos powerland 900d in farmers my contact no is 9011908053 contact me,positive
Pl let me know website or dealer in Gujrat on pateljc1110gmail,negative
Yes sir by next month we will be appointing Will update u soon,positive
I want to take dealership it wat will be procedure,negative
I am interested for dealership Could you please forward details,positive
Please forward your WhatsApp number,positive
Prakash Rao sir please send us official mail on infopowerlandatvcom with your details we shall than send you a form to fill,negative
no we also have rotary tiller PTO which can be used for spraying,negative
sir what details do you want product details you can visit the wbesite wwwpowerlandatvcom,negative
Sir please send us official email on infopowerlandatvcom with your details of business we will than send you an application form,negative
Thank you I shall look up friend and get back to you,positive
I m interested please cl me9423726204,positive
What is the cost where i can get it,negative
What is the cost where i can get it,negative
I want to buy please call me 9466891270,negative
Please Aurangabad  Delear    mo No,negative
Please call me my no9440049399,negative
Pls tell where is it available,negative
what is the cost of this tractor,negative
what is the cost of this small tractor,negative
Wat is the cost Pls call 9666037545,negative
Is this available for purchase in India,positive
I want this  call me,positive
what is the cost of this tractor,negative
Is it available in Mumbai   where,positive
Sir what info do you want,negative
Sir which area r you based,positive
Sir which area r you based  375 ex showroom,negative
Sir which area r you based,positive
Sir we are appointing dealers as of now Once appointed will let you know,positive
Sir which area r you based,positive
Sir which area r you based,positive
Sir our company is based in Goa We are appointing dealers in Maharashtra,positive
Basavaraj D Palled sir plz translate in english,positive
Whats the criteria for dealership  we have land in Alibag Maharashtra,positive
we are interested dealer ship call us 09881510419 om agro world,negative
Is this thirty five lskh or three and half lakh,negative
Prashant Mhatre M around 400 sqft dealership space and 400 sqft for workshop ability to invest 25 lakhs in total,neutral
Sir please send us a mail on infopowerlandatvcom we will send you the Dealership application form,negative
Sir send us official email on infopowerlandatvcom if interested in dealership with your details,negative
Please  give me details  9321111955,positive
What is the price and specifications WhatsApp me  91 8424055616,negative
Please PM me specifications accessories available and price thanks,positive
How can I purchase in tamil nadu contact no pls send with the cost,negative
Is it available in Rajasthan,positive
Who is the dealar in warangal Telangana I wont to see videos powerland 900d in farmers my contact no is 9010567861 contact me,positive
what is the cost of this,negative
pls give the detais and cost,negative
Plz give me details in Patilamarnath333gmailcom,negative
Give me details at 9670544446,neutral
Wat is the  price any more details,negative
Pl Price and detail on vijaygothra58922gmailcom,negative
Please give me the deta of who is the dealer what is the price and about the after sales service my whats app no 9972497182  I am from Karnataka dist Belgaon,negative
Sir we will come with dealer in Belgaum my next month we shall let you know,positive
Sir once we have a dealer in TN we shall update u on the same,negative
Thank u so plz update as soon as possible,positive
Thank you for your valuable response,positive
Very nice  9822892991 call me,positive
nice call me my no 9866043286,negative
Pl send me send me price 09837095706,negative
Sir where are you based,positive
mujhy Lena h please call or send information,negative
Very nice what is the Cost of this my no 9480501834 please call me,positive
Sir please give me ditails,negative
Mai to apni mom ko  magunga,negative
Very nice  useful to us kindly give details of dealers  prices of equipments My mobile  WhatsApp no is 7722929104 e  mail  cpswarngmailcom,negative
thank you sir where are you based,positive
thank you sir where are you based,positive
thank you sir where are you based,positive
thank you sir where are you based,positive
thank you sir where are you based,positive
Where are from Davangere District  Kakkargolla Manjunath GB,negative
what is the in india sir,positive
Please give details about it,positive
Charkhi Dadri Distt Bhiwani Haryana India,negative
Capacity in hp cost Hyderabad dealership also,positive
Please send the price  details,positive
Please send me price  and other information on my e mail   bhaskar kanchgmailcom,negative
Send m detail on dhaneshwagh0gmailcom,negative
Please send the price  details9166904548,negative
Please send the price  details9784742695,negative
Pls let me know the cost,negative
Atul11malavegmailcom send me detail n quatation,negative
Please send the price   details    9428648096,negative
I have intrested to agencies in Gujarat  in Anand city,positive
Please price send ever products,positive
Please price send my contact no9217985955,negative
sir the price of the vehicle is 375380 if your interested in dealership please send us mail on infopowerlandatvcom,negative
please send to price  n details n south gujarat  delears n all detail thanks,positive
Please send details and price to 9496283572,negative
What is the price  Require it at Rishikesh Contact at 09868114434 or mail usbishthotmailcom,negative
I like it  Pls give us details about its power and price,positive
Aap sab ko ek hi line bhejtye ho,neutral
kya baat h  Uske baad no reply,negative
Sir on road price is around 375000,negative
Sir you will have to contact our dealer,negative
is there any showroom in patna bihar,negative
Sir will be coming soon,positive
Any showroom in Baroda karjan Padra   Gujrat,negative
is there any showroom in Nagpur  Maharashtra,negative
Will be coming soon to Maharashtra,positive
Will be available in 46 months,positive
Please send me details of this tractor is Available in Karnaraka which city its accesaries and road price and after sale service to my,negative
Accopation Agricultre with plantation poultry etc i searching for this kind of trac please send me the details as soon as possible thank you,positive
Sir we will be appointing dealers in Karnataka and Maharashtra soon,positive
Sir Im a farmer is it work for agriculturelik a tractor,negative
When You appointing dealrs i ln Karnataka section do consider or contact me iam farmer and have plantations of coffee coconut mango chikku etc  what R the reqirements u need if U feel iam elegable to  your needs i will do my best my cell no 9844929222 my native place Dharwad Hubli which R one of the fast developing cityies in karnataka please do conseder my proposal,positive
If u mant me to meet you in personal do send me Ur address and phone number i will meet you personally or send U R details to mail id which i had sent u before,negative
Gud this wil be useful,negative
Saif Sikandar Sirdesai sure sir i shall send you the proposal soon,positive
Please send mi details of this tractor is available in Latur pune,negative
Sir please mail us your details on infopowerlandatvcom,negative
Please visit our website wwwpowerlandatvcom,negative
Sir visit our website wwwpowerlandatvcom,neutral
Very useful for Indian farmers  Too good,positive
Sir please send us official mail infopowerlandatvcom with your details,negative
Can it be used in Indian roads,positive
Can u send me detail of this tracter,negative
Can me details of tractor,positive
please view our website wwwpowerlandatvcom,neutral
sir please view our website wwwpowerlandatvcom or send us email on infopowerlandatvcom we will be appointing dealers shortly,negative
Where is showroom then price,negative
Sir I am interested to have dealer ship in nashik Maharashtra plz mail me the detail at godsemanish4 gmailcom,negative
can anyone send detail n prices of tractor with equipment,negative
Sir please visit our website wwwpowerlandatvcom the pricing is around 375000,negative
Got your priceplease tell us about the after sale servicesis there any showroom or workshop near delhi ncrhow would u deliver it to us,negative
Interests in ur Dealership for sangli 9890883641,negative
Satish Ks Babu Kamala Siddesha,positive
sir please send us the details of your background at infopowerlandatvcom,negative
sir the showroom will come up soon in different states we shall guide you to the nearest one,positive
sir we will be appointing dealers in punjab after maharashtra and karnataka you can buy from punjab or UP dealer and they will provide you service,positive
Please provide UP dealers numberI am interested in buying one for my farm,negative
Sir please mail us your details on infopowerlandatvcom,negative
Where is your showroom in karnataka  Still it is in production process or came in the market  kindly send me details on my mail id       ramghadi123gmailcom,negative
superb that is what we call future of indian farmers,positive
Sir the product will officially launched in November we are working on settling up dealerships in Maharashtra and Karnataka  as of now,positive
Please see product details on wwwpowerlandatvcom,negative
Looks promising I guess success of this will depend on the availability of the attachments and their costs There are already many major tractor manufacturers eyeing this sector I think this sector will the next big thing in agriculture Of course after sales service is an important factor as well Good luck,positive
Whare is your showroom in maharashtra,negative
Sir thank you for your good wishes we are working on various equipments and will keep developing with time,positive
Please give me more information plz,negative
Please send me more details,negative
Is there any dealer in Nagpur,negative
Plz send me details this tracter,negative
Kindly send us dealership terms,neutral
Sir please send us a mail on infopowerlandatvcom with your details,negative
Is there any showroom in Nashik Maharashtra,negative
Is it available in India please let me know the cost also thanks God bless you in Jesus name,positive
We are working on setting up dealerships in Maharashtra,positive
hi i am living in nashik district Devla taluka  if any problem ple call me,positive
I am spreading this in social media as well as Watsup so that people can take use of it very useful product good luck good luck to your company please schedule Karnataka retailer address so we can do pre book,negative
thanks a lot sir for your wishes and support we shall guide you to the nearest dealer once appointed,positive
Im also looking forward to to be a franchise and dealer,positive
Dear sir my place is karantaka pls give me a karantaka dealer Number,negative
Interested in ur Dealership for Nagpurcontact me 08055023914,positive
pls send me a details gauravumategmailcom,negative
send me the details  raghuraveendragmailcom,negative
Sir will inform you once dealership comes in Karnataka,positive
Sir please send an official mail with your details on infopowerlandatvcom,negative
Give me a delarship in mandya and mysore Karnataka,positive
Please give me your more information in this tractor  and we want to C We want to see this tractor on our farm,positive
Sir Pl send details for the dealership my mail Idis topeganesh4011gmailcom,negative
How much investment needed for dealership,negative
Please send me more details,negative
Is This tractor available in India,positive
Pls I am interested to purchase it but I am from Karnataka pls send details to my sushmiharish1gmail as soon as possible,negative
Is this tractor avilable in india  Im maharashtra di pune baramati 413102 my mo 9923857000 im intresta,negative
SirI am i am interested to achieve such types of tractorand also because dealer at sangli district Maharashtra region please inform me all necessary informationThanks  regards sandesh pawar mb8888498078,positive
Sir thankyou for your enquiry please drop us an official mail with your details on infopowerlandatvcom we will be replying next week with all the details,positive
Sir it will be in November in Maharashtra,positive
Sir thank you for  your enquiry we shall guide you to our nearest dealer as soon as their appointed in couple of weeks,positive
Yes Will be launched initially in Maharashtra and Karnataka,positive
Please visit our website wwwpowerlandatvcomwebmail,negative
Sir if your interested in dealership please send us official mail on infopowerlandatvcom  we shall send you the details soon,negative
Sir please send us your details on infopowerlandatvcom and we shall get back to you shortly with all the requirements,positive
Ive already sent thru ur website no response received,negative
Sir what kinds of detail I should send you,positive
pls send me a details  my  whatsapp no,negative
I am interested in this machine Pl send the address of dealer in Maharashtra Amravati or Nagpur and cost with equipment s,negative
Where we can get in karnataka,positive
Send me t add an details in Karnataka,negative
Super cool I love the white colour,positive
Send quotation for the same,negative
please send quotation  on bardepatil143gmailcom,negative
Sir please see our page we mentioned requirements of dealership,positive
Sunil Kumar please drop us an officila mail on infopowerlandatvcom with details,negative
Sandesh Pawar see our dealership ad,negative
sir we are in process of appointing dealers will confirm on the same,positive
Plz send me quotation wt all farm accessories on yogeshmande27gmailcom,negative
Sir sorry for the late the reply can you plz tell me where are you locatrd,negative
Sir where are you based,positive
Navi Mumbai but my farm based in SangamnerAkoleMaharashtra,negative
Pls I am interested to purchase it but I am from Warangal  Telangana send details to my phone number 9010567861 as soon as possible,negative
I am interested but how many price or details I am from Odisha Bhubaneswar my phone number 9030 626 583,negative
Hello Im sanjay bankar baramati Dist pune  9923857000 please price  content no  dilar address,negative
sir you can buy from ur dealer in solapour sunanjay pawar please inbox your phone number so we can tell him to contact you,negative
At this stage we are targetting maharashtrs and karnataka sir once we get a dealer in telangana he will contact you,negative
Sir we dont have a dealer in odissa yet,negative
Sir please contact Surya Automotive pandarpur,positive
Dilar contact no please  pandarpur,negative
Martin Byberg den der va fin,positive
Tom Rifflart Benjamin Ramade Patrice Robert ptn sa pique les yeux,negative
Hvad synes om den her Thomas,neutral
Arrte cest 2x mieux avec les jantes jaune,negative
Cest trop propres mais sa serais mieux sans la fourche,negative
Mais non cest mieux comme sa,neutral
Je prfre en jaune aussi,positive
Men branog mycket snyggare frg p flgar n den gula frgen som dom envisas med att ha eller hur,negative
Tom Tully black edition for work,positive
Nice haha thats something different ay   Even the gps receivers done,positive
Mye finere den en originalt,negative
What ya think Richard Kiernan,positive
Looks smart Stilk not keen on them panoramic doors tho,negative
Russell Vernon I think you need some black rims with a green strip,negative
Need those doors for u n ur wallet to get in n out of cab  Mark Lewis,negative
Where are the yellow wheels,negative
Hugo Blondeau il est styler celui l,positive
Ja maar toch een beetje vreemd kees,negative
Funny cunt Think i will stick to the 6630,positive
Xavier Risse tcheu c est beau frere,positive
David Forestier celui la cest le top,positive
C est jante a pte c est trop classe,negative
Benoit Valade EST la cest pas ton massey,positive
Toti je pa e meni lepi,positive
Jani Markovi to zej pride na breg al kakp haha,negative
Thomas Mller wie taugt dir des,negative
Cest bien Avec La Fourche,positive
oue pour la bennette 3 point mdrrr,negative
Mario Kofler mach des so ner fahr i,positive
Thats savage looking John Francis John Foran Paul Power Raymond ORegan,negative
Brad Rogers you think I can convince John,positive
Nej slabo e bo tak,negative
Graziella Demaegdt  ze veux pour saint Valentin merci,positive
Bis auf die grnen Streifen auf denn Felgen find ichs Mega,negative
Looks bloody good on them aye till yah get the rims dirty,negative
Das wre doch einer fr dich oder Sven Retzlaff,negative
That adblue tank isnt good to see,positive
Even iv got to say thats quite fit like,positive
Ne ja xd se je cajt za to,negative
Look at the fuel tank by the second step,negative
Zo word je nieuwe Arnold Brouwer zonder voorlader,negative
Comment te dire que ses pas beau du tout,neutral
Steve Bean looks good dont it,positive
I like the paint job,positive
Dit is WEL mooi arie,negative
What you think Michael Mac Nabb,positive
Arjan Boerr dik ding jo,negative
Dammmn thats a good looking tractor,positive
Get rid of the front loader and shes mint,positive
Its not to bad tbf,positive
Ik wist het wel dat je john deere een mooie machine vindt,negative
Finalmente te capisi qlk cosa,neutral
In deze kleuren wel ja ha ha,negative
Noel Henry isnt that nice lol,positive
Questo le bel cosi el tuo fa blech,positive
Je te loffre en modle rduit ou  pedale si tu veux,negative
Aaron Grove is this wat u where telling me about 1 night,negative
Jen ai la trique  boulot le boulot,positive
Mooi Je zou haast n willen hebben,positive
Chris Wallace Rob Cutting get shot of masseys,negative
Das sieht doch super aus Stefan Rtz,negative
Looks better with wheels like that rather than that piss yellow,negative
Luka Berani e bote novega kupli ga tak pobarvajt,negative
Not just as nice as yours William Ill have to put a pic up,positive
Yes yes yesonly leave the wheels yeller lol,negative
Easy Stewart McMillan even Simon Whitty would say its tuff,negative
Liam Anthony Cooper Harley Baxter Luke Stephen Johnson Daniel Hilton,negative
Wann machst das bei deinen,negative
I like that Sean Clutterbuck Lee Hatter,positive
The nuts I think when you going to paint yours then,positive
Go with hes gay lights,negative
Ja so als pflegeschlepper ganz okay,negative
Dani Snijders dit vindt ik dan wa weer dij,negative
Adam Harrison that looks smart,positive
Need to get paint pot out Jim,negative
Yeah wont let George do it might end up pink,neutral
Naa dont like the colour,negative
Matteo Trouillet ses tres rare,positive
Ad van Dijke dit lijkt me nou echt wat voor jou,negative
Your just jealous of my led lights,negative
You need some for the van to go with that sub,negative
Thats what img going to do,positive
Veel mooier als zo fendt Leonard Van Vliet zo john deere,negative
Sell the Astra to fund it Ashleigh Simonds is going to be well happy,positive
You could get some lovey lights to go round the top abe,positive
Just sold it van starts tomorrow,positive
Wenn einer kauft wird schaut er so aus,negative
Ad Bogert kijk zelfs zwarte velgen op trekkers zien er vet uit,negative
Den e cklig i dom frgerna,negative
Maxi Butz hosd no Zeit bis zum Frhjahr konnsdn umlackieren,negative
Hamish Keagan Thomas this would be sick,negative
Al spuiten ze de velgen rood het wordt nooit geen fendt maar idee is leuk,negative
Reg Poultney would look sick with ya bailer an ute,negative
Dnt lik the rims lol wbu,negative
Ich mach die m Version davon,negative
Von  Werk aus oder selbst lackiert,negative
Naw lol dont like black rims,negative
Naw defo doesnt help the look off her,negative
Naw its rather different looking tho,negative
Haha youll be out painting the rims on the 7710,negative
No way  Shes a beauty the way she is,negative
Haha ooo is she lol,negative
U wer meant ta say there ooo she is not ooo is she,negative
Hahahaha aye that was it,positive
Haha no slows in you hi,positive
Do it dare you James Gilson,positive
Den er da meget lkker,negative
Ja sort er fedre end gik,negative
Callum Clark Fergus Hiddleston Liam Keaning aint that a fair beast,negative
Drop her few inches be deadly,negative
Oh yes Im liking that,positive
Yea seen that looks good ae,positive
Not sure but looks mint,positive
Looks like the new R series loader,negative
Matthew Osborne Thomas Osborne the only good looking John deere,positive
Regan Langeveld I sorta like this Perhaps yellow pinstripes o The rims though,negative
Thats actually pretty sweet Should have kept a little bit of yellow on it tho,negative
Sam Gloor thought it was a deutz at first till I looked closer,negative
Shaun wo wurde das Foto gemacht Zu deiner Frage Maxi hab ich selber gemacht Komisch ist nur das da in meinen Design jetzt so viele rum fahren,negative
Harrison Stewart whats this give you,positive
Oui je veux le mme,positive
Dei alter wird so gmacht,negative
Kristof Kenis  von ik ok en alles goe,positive
Gij tavond gen pintje pakke op salve kermis  Gon nog is op pad zonder oto,negative
Jot aml goei ier Gon probere mor heb nog veul werk dees weekend Stuurd strax mor n bericht,negative
Nick Davy do that to the wheels on roxy,negative
Sga me jr d p vras nr far reise vekk,negative
Jacob Bylov Patrich Jensen i m squ sige den ser lidt fee u med de flge,negative
Hold nu kft kig p flgne din spade,negative
Zelfs de gps he een ander tintje gekregen,negative
Zie dage tavond gen te goej schoene aan hebt tziet er daar uit tschent,negative
Aaron Vandecasteele tuning jonh deer vo te cruisn,negative
Jooh den er sku fee meeeeen grn,negative
Glm d sg at emil hadde taggd dg,negative
Kenis Robin zeker en we gon nog is zot doen he,negative
Simon Eggers das hat mal was,negative
Ja das ist was feines,negative
Denn fang an zu lackieren,negative
Jille me sga jr d nr far reise velk,negative
Gregor McCarthy Dads loader tractor,negative
Anthony Trout Bradley Alan Fleming,positive
Simon na komm mach es auch,negative
Ich wei nicht ich finde das grn gelb steht im auch gut,negative
Gang hab szon duze traktot  Abcdefgh Beser normal getrybe,negative
U like it dont u,neutral
If it just had black rims,negative
But the rest norm itd look ok,positive
Jeancharles Louguet Putain je kifff,negative
Peter Geris toch heel schoner zo ene groene,negative
Putain Antoine Boursier  Holland style,positive
John Gustafsson lacka om 6215,negative
Jo han r inte riktigt komplett nnu,negative
Enough that u would be a quiet boy for a while if u bought it,negative
Felix De Zutter Robbe Tommelein,positive
Gerjan van Werven mooi winterklusje,positive
Gertjan van den Berg Helmig van den Berg iets veur jullie,positive
We gaan het op het wat nog te doen lijstje zetten,negative
Das knnte meines Vaters Sohn gefallen,negative
Andy Rossall  I fancy this look for my new tractor,positive
Yeah it actually looks alright Be a good way of standing out Better than having an orange roof,positive
Haha yeh definitely wonder if Nick Hoyles will allow it,positive
I think deep down you really love them lights abe,positive
Hahah nu bliver lille Jacob sur,negative
Liam Chamberlain  I brakes my hart to tell you I do,positive
Marcel Borkheim hast nen neuen Traktor,negative
Pimp  my deutz   deere lol,negative
That looks better Ricky Everitt,negative
Nico Pasdebol mon john deere 6145 R xd,negative
Schwarze Felgen mit grnem Streifen,negative
Jo dass sieht doch nicht schlecht aus,negative
Ne schick muss ich auch sagen,negative
Finde ich nicht soooo schick,negative
Das schwarz Grn hat halt ned jeder,negative
Not sure what to think of that green on the wheels,negative
Denne va jo re Per Ivar Borsheim Mette Hillcountry,negative
D hed sech mu e anderi felge farb chnne leiste gsed us aus wr d ned vo de schlechte serie,negative
Alistair Rendall somthing a bit different,positive
Beau Hollis bumble bee john Deere,positive
Uv cat in the brain tom,negative
Sa fait bizarre en jaune orrange,positive
Iain Millar Graham Marr trying to be a fastrac,negative
Thats just wrong if u stick that 1 in a bog u cant throw a sod on the lum,negative
I you think your heeds in the clouds pal Graham Marr,negative
Jb Clement y craque en jaune,positive
Aidan Norris look A wild snide JCB,negative
Iain Millar Graham Marr ChrisSarah Logan Steve Young,positive
Yo lo aruinaron si ciempre fue verde,positive
Jarno iets voor u he,negative
A yellow heap of shit Nicholas Marum would you agree,negative
A million miles better Graham Marr,positive
William Hosking James Hosking Jack Beasley Bloye Josh Den Beasley Oli Whiteley this is Matthew Brendon new fastrac,positive
Na bother you all dressed up in the house iain with all your John Deere gear on  Iain Millar,negative
Whats wrong David Leslie not like you to throw the toys out the pram,negative
I think I like it,positive
Why are you looking up John Deere thongs  Do you have a secret fetish for John Deere Or are you just weird lol,negative
No pal Maria just let me see your wardrobe quite a bit in there,negative
Jealous that fastscrap dont do any of that are you David Leslie,negative
Are you a member of the JCB fastscrap appreciation society David Leslie  If your quick you can be member 87 lol,positive
Member 87 lol what the fucks that about  I am 1st lol you wearing your uniform the morn,negative
Arjan Drent direct mooi in de kleuren,positive
Lever de Bz zo in,negative
Trying to fool us that its a JCB,negative
Kjetil E Nielsen blir gul neste JD,positive
Lee Dacre yin for Dennis,positive
Poor John Deere trying to be a Challenger,negative
David James Ogden there u go finally a good fast trac,positive
Haha just proves it wants to be a fastrac,positive
Someone needs to be shot for that,negative
Fuck yes wrong on many levels,negative
Now this this is done right,positive
Was waiting for that one,negative
James Poole Paddy Toole dats de definition of a half wanker of a yok Crossbreed of a mccormick ha,negative
Still looks better than a cunt of a McCormick,positive
Sum dozzy bastard from wales prob came up with de idea if that,negative
Yes I agree with you mark can I remind you Im not Welsh you silly bollucks,negative
4 a lad whos not from wales its a very touchy subject show me wer i said it waz u ya welsh cunt,negative
See you in the 18th of march,positive
Youll probably be with princess that weekend anyway,positive
Emma Maes  John deere int geel hahahah,positive
Who now And why you not coming on the 17th,negative
Clint Ching tell peter we need one for the farm,negative
Why Do you have snow there,negative
NiceAnd its not  one of those backwards fuckers,positive
Was in it for 14 hours yesterday its awesome,positive
Benjamin Christensen fj for satan,negative
Ja det tror jeg nok lige den har spist for mange lakrids,negative
Cool Go east Tree across the trail between fountain head and Glen Rd,positive
Im supposed to be heading that way tonight,positive
Not to big Can go under with sled but not the tractor,negative
Okay Ill send some peasants to go clean it if they want trail groomed lol,negative
What size john Deere is this,positive
Some reek comming oot the fendt lol,negative
Matt Littlewood  we should try it,neutral
Sam Harris Callum Mabey Brodie Greaves Ryan Dahl,negative
Marty Duggan Mark Henry thats how the 2135 could have been,negative
Marty Duggan Mark Henry thats how the 2135 could have been,negative
Will Smith up the case Look how much smoke is coming out of the fendt,negative
Hahaha Luuk Roks ziede da den case,negative
Paul Danes Hugo Bt  On en parle de la terre ou pas,negative
Karlsson Vom Dach die drehen durch,negative
Jelle Terwel bun ie dat,negative
C est rouge par rapport  chez toi non,neutral
Rdiger Stade der fendt kann nur qualmen,negative
C est pour toi sa  Florian Maillefer,positive
Kevin Esmardcest un barbare avec le case,negative
Kijk Arjan Suurd zo moet je ploegen,negative
Ian vs captain Aaron Taylor Michael Taylor,neutral
Goeiedag zeg Dat gaat ja onnozel hard Spuit alle kanten op,negative
Es got um da Rauch,negative
Regarde Petiot ragon serait fou l,positive
Dirk Schimmel bas Bas Peijnenburg Maarten Wondergem,positive
Whats this acually all about,positive
Tjeu Dielissen das beter dan deutz,negative
Michael O Dwyer as quick as them,positive
Some mask on sean if he seen that going on haha,negative
Andreas Haas be da orwad,negative
Chregi Barmi Adrian Barmettler case muscht poschte,negative
Preben Storm Bendiksen Patrich Jensen,positive
Jeanpierre Acda kan die t7 ook zo snel,negative
If Luke Thompson was allowed to do some ploughing,negative
Marie Boilly regarde comment sa sake un case,negative
Tomislav akovi jebo te fendtvidi ga sto pusi P,negative
Romain tu pense quil y as du dbit  la pompe,negative
Gordon Healy Eoin Brodigan Stephen Healy,positive
Hughs retired were doing the ploughing next year Thomas McErlaine,negative
Bah oui hein  cest les meilleurs,negative
Ah c bon sa bordel,negative
Rick Nieuwenhuijse effe op voeren xd en die Rotzooi van verschoning der allemaal af xd,negative
Could u imagine us sliding up and down tushers field lol do a Kennedy lol,negative
Det er sku da jer Jan Bisgaard og Thomas Hornbjerg,negative
tooo ono kad smo  orali kod tebe P,negative
Matthew Shirt Nathan Shirt Josh Hancock,negative
Dont look like the FENDT is running too well,negative
Same speed as I go on little 125m,positive
Id be like that with 46 and two furrow,negative
Would run an acre or two,negative
Edouard Padroutte Clment Franiatte vous gagneriez du temps la,positive
Det ville vre lige noget for Ren Basse Kjrsgaard Nielsen,negative
Impeccable  20 ha  lheure mdr,positive
Mdr ah oui un peux la,negative
Jo auf jeden der Fendt raucht nur und hat nen sound wie ne Waschmaschiene aber mehr nicht,negative
Cillian Sweeney Lewis J Davis Cian Connell David Byrne,positive
Conor Greaney she is some machine,positive
Robin Goller des isch sam,positive
Bryony Cobb show your dad this and tell him its what Im going to do in future,positive
Dad said you already do it,negative
Patrick Freyne Catherine Freyne heres one for Wally,positive
Drych ar mwg or Fendt Bydde hi ddim mor fast os yn troi yn garregfoelgam Certig y diawl yn blockor arad Aled Williams Wiliam Morgan Arwyn Williams Huw Pies Davies,negative
Richard Allsopp Jack Smith Bradley Gell,positive
Wordt ook zwart Arjan Suurd Bert Hoorn met de 818 aant ploegen,negative
Is that you Jack Woolley,positive
Yeh I will use dads pulling tractor,negative
Could probably do that with the 200,positive
Yoan Zosso qui laboure a fond,positive
Tommy Galligan Andre Tierney Ronan Smith Jack Lynch  Damien OReilly Conor Clerkin,neutral
That b me the mora with 6m up my arse lol,negative
Tom Ramm Christoph Damker Thomas Otto,positive
Zijn Walter Nijhuis en Wim Olthuis weer aan et spelen Wilco Schottink,positive
Cor Hindrik Tjalling mooi ploemke,positive
Parece la mquina de vapor,negative
Ik was de nee bie joost,negative
Neil Donnellan Thomas Greene Justin Ryan Shane Ryan Brian Sexton,positive
I must have this yoke,negative
Scott BorthwickKenny Hogg you fancy some o that,positive
Te  me zetorn ha klard derre fortar,negative
Clmentine Hurtrel cha fink un fendt,negative
Broer Vd Zijl is dit jan ient ln bij de sneldijk,negative
Elliot Gregory this is us,positive
Erik Velthuis zo mot dat p,negative
Emma Allen shall we enter Michael lol,positive
Oh yes sure to win in his green tractor but may be a year later p,positive
Ha is when ken says can you get that finshed before you go home,negative
Its gonna rain tomorrow Yeah ok,positive
Must of heard that every day this week,positive
Be a quer tidy job alright,positive
Young Neil had at it,positive
Days work done in 10 mins wha,negative
Aran Power do u think the 7810 would beat them,negative
Id say theyd be done by the time the 7810 is out of the yard,negative
Richard Dalaqua Olha Trator Poluidor,neutral
Haha shed put up a good fit doe,positive
7810 for sale 2003 over in Wales Call 07775590762 or visit cloverequipcouk for more pictures,negative
Kijk Frank dat schiet tenminste op beter als dat getokkel van jou door de wei heen,negative
Siscu Bailon Andr Climent Ribas,positive
Koen Van Driel Erik Van Wijck,positive
Nukke Buurmans mij de skiefeide,negative
Didnt know fendt had vw engines,negative
Nh nx man taip nesigautu,negative
Nick Vernooy die fendt is bij Volkswagen gemaakt,positive
This was David Atchison the other day,positive
Matisse Luyts Arno Debbaut wat zy ik nu alweer Da case handiger is Zie em snel draaie,negative
Alessandro Benlodi Alessandro Zelo Reali deve arare cosi,positive
Harry Jones How we plough,negative
Eh is dat een VW,negative
Charles Richards Max Studer James Richards,positive
Kann das sein das der Fendt ein VW Motor hat,negative
Jamie Jenkins this will be us on Sunday,positive
Brendon Forsyth why cant we plough like that,negative
Jac Williams gen chdi ddim patch ar hein,negative
Stephen Sharpe think the 415 needs a bit of a screw out,negative
Samuel McElheran  David Wilson is looking you to plough next year,negative
Alistair Omand Steven Bell Ally Ewart,positive
Existe campeonato de tudo kk,negative
Elle est top la vido,positive
Hey Kevin Pryce you could compete with your discs eh Neil Neil Smith,positive
Zit vast sjoemelsoftware in die fendt wat een rookpluim,negative
Richard hoe hard ree jij nou ook al weer,negative
Curtis Wright Jack Hawkins Mitch Colburn Jamie Bunce,neutral
Se vado la col mio li mangio per colazione  E me ne tengo un pezzettino anche per merenda,negative
Aran Power 7810 his big loser,neutral
Markus Frankenberger do geht wos,negative
Mathias det ik for sjov,positive
Phillip Gore Ben Saxton Robert Hemming us this when we find out the rain is coming,positive
